Protein1,Protein2,SpearmanSimilarity
seq2724@726,seq13905@45,0.9999999999999999
seq2724@726,seq824@64,0.9999999999999999
seq2724@726,seq5297@47,0.9999999999999999
seq2724@726,seq3717@332,0.9999999999999999
seq2724@726,naive,0.9999999999999999
seq2724@726,seq5071@117,0.9999999999999999
seq2724@726,seq76164@30,0.9999999999999999
seq2724@726,seq75@33248,0.9878787878787878
seq2724@726,seq194@2391,0.9999999999999999
seq13905@45,seq824@64,0.9999999999999999
seq13905@45,seq5297@47,0.9999999999999999
seq13905@45,seq3717@332,0.9999999999999999
seq13905@45,naive,0.9999999999999999
seq13905@45,seq5071@117,0.9999999999999999
seq13905@45,seq76164@30,0.9999999999999999
seq13905@45,seq75@33248,0.9878787878787878
seq13905@45,seq194@2391,0.9999999999999999
seq824@64,seq5297@47,0.9999999999999999
seq824@64,seq3717@332,0.9999999999999999
seq824@64,naive,0.9999999999999999
seq824@64,seq5071@117,0.9999999999999999
seq824@64,seq76164@30,0.9999999999999999
seq824@64,seq75@33248,0.9878787878787878
seq824@64,seq194@2391,0.9999999999999999
seq5297@47,seq3717@332,0.9999999999999999
seq5297@47,naive,0.9999999999999999
seq5297@47,seq5071@117,0.9999999999999999
seq5297@47,seq76164@30,0.9999999999999999
seq5297@47,seq75@33248,0.9878787878787878
seq5297@47,seq194@2391,0.9999999999999999
seq3717@332,naive,0.9999999999999999
seq3717@332,seq5071@117,0.9999999999999999
seq3717@332,seq76164@30,0.9999999999999999
seq3717@332,seq75@33248,0.9878787878787878
seq3717@332,seq194@2391,0.9999999999999999
naive,seq5071@117,0.9999999999999999
naive,seq76164@30,0.9999999999999999
naive,seq75@33248,0.9878787878787878
naive,seq194@2391,0.9999999999999999
seq5071@117,seq76164@30,0.9999999999999999
seq5071@117,seq75@33248,0.9878787878787878
seq5071@117,seq194@2391,0.9999999999999999
seq76164@30,seq75@33248,0.9878787878787878
seq76164@30,seq194@2391,0.9999999999999999
seq75@33248,seq194@2391,0.9878787878787878
