Protein1,Protein2,SpearmanSimilarity
naive,seq2190@45,0.9999999999999999
naive,seq1819@53,0.9999999999999999
naive,seq1491@55,0.9999999999999999
naive,seq10348@52,0.9999999999999999
naive,seq806@373,0.9999999999999999
naive,seq14260@28,0.9999999999999999
naive,seq3457@105,0.9999999999999999
naive,seq33908@24,0.9878787878787878
naive,seq9318@41,0.9999999999999999
naive,seq45489@20,0.9999999999999999
naive,seq2500@31,0.9999999999999999
naive,seq160@16,0.9999999999999999
naive,seq6118@21,0.9999999999999999
naive,seq628@158,0.9999999999999999
naive,seq5977@14,0.9999999999999999
naive,seq2048@59,0.9999999999999999
naive,seq7801@14,0.9999999999999999
naive,seq800@55,0.9999999999999999
naive,seq6407@11,0.9999999999999999
naive,seq1125@45,0.9999999999999999
naive,seq4536@9,0.9999999999999999
naive,seq1652@44,0.9999999999999999
naive,seq7000@9,0.9999999999999999
naive,seq13818@10,0.9999999999999999
naive,seq1302@233,0.9999999999999999
naive,seq15424@9,0.9999999999999999
naive,seq2268@65,0.9999999999999999
naive,seq19010@9,0.9999999999999999
naive,seq185@226,0.9999999999999999
naive,seq19338@9,0.9999999999999999
naive,seq871@120,0.9999999999999999
naive,seq26791@9,0.9999999999999999
naive,seq46@146,0.9999999999999999
naive,seq45996@9,0.9999999999999999
naive,seq14972@9,0.9999999999999999
naive,seq1078@168,0.9878787878787878
naive,seq4690@69,0.9999999999999999
naive,seq9008@27,0.9999999999999999
naive,seq4289@200,0.9999999999999999
naive,seq79@148,0.9999999999999999
naive,seq5551@79,0.9999999999999999
naive,seq39492@13,0.9999999999999999
naive,seq51025@12,0.9999999999999999
seq2190@45,seq1819@53,0.9999999999999999
seq2190@45,seq1491@55,0.9999999999999999
seq2190@45,seq10348@52,0.9999999999999999
seq2190@45,seq806@373,0.9999999999999999
seq2190@45,seq14260@28,0.9999999999999999
seq2190@45,seq3457@105,0.9999999999999999
seq2190@45,seq33908@24,0.9878787878787878
seq2190@45,seq9318@41,0.9999999999999999
seq2190@45,seq45489@20,0.9999999999999999
seq2190@45,seq2500@31,0.9999999999999999
seq2190@45,seq160@16,0.9999999999999999
seq2190@45,seq6118@21,0.9999999999999999
seq2190@45,seq628@158,0.9999999999999999
seq2190@45,seq5977@14,0.9999999999999999
seq2190@45,seq2048@59,0.9999999999999999
seq2190@45,seq7801@14,0.9999999999999999
seq2190@45,seq800@55,0.9999999999999999
seq2190@45,seq6407@11,0.9999999999999999
seq2190@45,seq1125@45,0.9999999999999999
seq2190@45,seq4536@9,0.9999999999999999
seq2190@45,seq1652@44,0.9999999999999999
seq2190@45,seq7000@9,0.9999999999999999
seq2190@45,seq13818@10,0.9999999999999999
seq2190@45,seq1302@233,0.9999999999999999
seq2190@45,seq15424@9,0.9999999999999999
seq2190@45,seq2268@65,0.9999999999999999
seq2190@45,seq19010@9,0.9999999999999999
seq2190@45,seq185@226,0.9999999999999999
seq2190@45,seq19338@9,0.9999999999999999
seq2190@45,seq871@120,0.9999999999999999
seq2190@45,seq26791@9,0.9999999999999999
