Protein1,Protein2,SpearmanSimilarity
seq12607@8,seq4244@6,0.9999999999999999
seq12607@8,seq898@6,0.9999999999999999
seq12607@8,seq601@50,0.9999999999999999
seq12607@8,seq20224@5,0.9999999999999999
seq12607@8,seq435@35,0.9999999999999999
seq12607@8,seq3401@4,0.9999999999999999
seq12607@8,seq597@25,0.9999999999999999
seq12607@8,seq3505@4,0.9999999999999999
seq12607@8,seq1004@21,0.9999999999999999
seq12607@8,seq3848@4,0.9999999999999999
seq12607@8,seq4311@5,0.9999999999999999
seq12607@8,seq83@20,0.9999999999999999
seq12607@8,seq6014@3,0.9999999999999999
seq12607@8,seq137@40,0.9999999999999999
seq12607@8,seq6875@3,0.9878787878787878
seq12607@8,seq139@32,0.9999999999999999
seq12607@8,seq9997@3,0.9999999999999999
seq12607@8,seq5928@5,0.9878787878787878
seq12607@8,seq294@31,0.9999999999999999
seq12607@8,seq2027@28,0.9999999999999999
seq12607@8,seq537@22,0.9999999999999999
seq12607@8,seq417@16,0.9999999999999999
seq12607@8,seq2604@15,0.9999999999999999
seq12607@8,seq1011@9,0.9999999999999999
seq12607@8,seq7204@9,0.9999999999999999
seq12607@8,seq1665@8,0.9999999999999999
seq12607@8,seq418@7,0.9999999999999999
seq12607@8,seq3027@7,0.9999999999999999
seq12607@8,seq3@22458,0.9999999999999999
seq12607@8,seq5586@23,0.9999999999999999
seq12607@8,naive,0.9999999999999999
seq12607@8,seq6500@11,0.9878787878787878
seq12607@8,seq3665@7,0.9999999999999999
seq12607@8,seq3644@5,0.9999999999999999
seq12607@8,seq697@3,0.9999999999999999
seq12607@8,seq946@3,0.9878787878787878
seq12607@8,seq2087@3,0.9999999999999999
seq4244@6,seq898@6,0.9999999999999999
seq4244@6,seq601@50,0.9999999999999999
seq4244@6,seq20224@5,0.9999999999999999
seq4244@6,seq435@35,0.9999999999999999
seq4244@6,seq3401@4,0.9999999999999999
seq4244@6,seq597@25,0.9999999999999999
seq4244@6,seq3505@4,0.9999999999999999
seq4244@6,seq1004@21,0.9999999999999999
seq4244@6,seq3848@4,0.9999999999999999
seq4244@6,seq4311@5,0.9999999999999999
seq4244@6,seq83@20,0.9999999999999999
seq4244@6,seq6014@3,0.9999999999999999
seq4244@6,seq137@40,0.9999999999999999
seq4244@6,seq6875@3,0.9878787878787878
seq4244@6,seq139@32,0.9999999999999999
seq4244@6,seq9997@3,0.9999999999999999
seq4244@6,seq5928@5,0.9878787878787878
seq4244@6,seq294@31,0.9999999999999999
seq4244@6,seq2027@28,0.9999999999999999
seq4244@6,seq537@22,0.9999999999999999
seq4244@6,seq417@16,0.9999999999999999
seq4244@6,seq2604@15,0.9999999999999999
seq4244@6,seq1011@9,0.9999999999999999
seq4244@6,seq7204@9,0.9999999999999999
seq4244@6,seq1665@8,0.9999999999999999
seq4244@6,seq418@7,0.9999999999999999
seq4244@6,seq3027@7,0.9999999999999999
seq4244@6,seq3@22458,0.9999999999999999
seq4244@6,seq5586@23,0.9999999999999999
seq4244@6,naive,0.9999999999999999
seq4244@6,seq6500@11,0.9878787878787878
seq4244@6,seq3665@7,0.9999999999999999
seq4244@6,seq3644@5,0.9999999999999999
seq4244@6,seq697@3,0.9999999999999999
seq4244@6,seq946@3,0.9878787878787878
seq4244@6,seq2087@3,0.9999999999999999
seq898@6,seq601@50,0.9999999999999999
seq898@6,seq20224@5,0.9999999999999999
seq898@6,seq435@35,0.9999999999999999
seq898@6,seq3401@4,0.9999999999999999
seq898@6,seq597@25,0.9999999999999999
seq898@6,seq3505@4,0.9999999999999999
seq898@6,seq1004@21,0.9999999999999999
seq898@6,seq3848@4,0.9999999999999999
seq898@6,seq4311@5,0.9999999999999999
seq898@6,seq83@20,0.9999999999999999
seq898@6,seq6014@3,0.9999999999999999
seq898@6,seq137@40,0.9999999999999999
seq898@6,seq6875@3,0.9878787878787878
seq898@6,seq139@32,0.9999999999999999
seq898@6,seq9997@3,0.9999999999999999
seq898@6,seq5928@5,0.9878787878787878
seq898@6,seq294@31,0.9999999999999999
seq898@6,seq2027@28,0.9999999999999999
seq898@6,seq537@22,0.9999999999999999
seq898@6,seq417@16,0.9999999999999999
seq898@6,seq2604@15,0.9999999999999999
seq898@6,seq1011@9,0.9999999999999999
seq898@6,seq7204@9,0.9999999999999999
seq898@6,seq1665@8,0.9999999999999999
seq898@6,seq418@7,0.9999999999999999
seq898@6,seq3027@7,0.9999999999999999
seq898@6,seq3@22458,0.9999999999999999
seq898@6,seq5586@23,0.9999999999999999
seq898@6,naive,0.9999999999999999
seq898@6,seq6500@11,0.9878787878787878
seq898@6,seq3665@7,0.9999999999999999
seq898@6,seq3644@5,0.9999999999999999
seq898@6,seq697@3,0.9999999999999999
seq898@6,seq946@3,0.9878787878787878
seq898@6,seq2087@3,0.9999999999999999
seq601@50,seq20224@5,0.9999999999999999
seq601@50,seq435@35,0.9999999999999999
seq601@50,seq3401@4,0.9999999999999999
seq601@50,seq597@25,0.9999999999999999
seq601@50,seq3505@4,0.9999999999999999
seq601@50,seq1004@21,0.9999999999999999
seq601@50,seq3848@4,0.9999999999999999
